Facility Name,Primary Service Category,Layers of Care Provided,Parish,City,Physical Address,Intake / Admissions Phone,After-Hours Coverage Line,Admin Email Contact,Age Groups Treated (Ages),Total Psychiatric Bed Count,Specialized Clinical Tracks,Medicaid Enrolled (Y/N),Medicare Enrolled (Y/N),Commercial Insurance Accepted,Discharge Planning / Referral Liaison,program_name,clarity_fit,notes
Restore Outreach Center,Behavioral Health Service,Behavioral Health Service,East Baton Rouge,Baton Rouge,4315 Bluebonnet Blvd,2252236968.0,,restoreoutreachcenter@gmail.com,,0,Substance Use Disorder,,,,Martin  Knightshead,Restore Outreach Center,,
A New Day Counseling Center,Behavioral Health Service,Behavioral Health Service,St. Martin,Breaux Bridge,251 Rees Street,3374426823.0,,anewdaycounseling22@gmail.com,,0,Substance Use Disorder,,,,Norlet  Pierre,A New Day Counseling Center,,
BAART Programs Breaux Bridge,Behavioral Health Service,Behavioral Health Service,St. Martin,Breaux Bridge,648 Latiolais Drive,3373324878.0,,tanniern02@hotmail.com,,0,Substance Use Disorder,,,,Tannie  Alexander,BAART Programs Breaux Bridge,,
Coalition for Counseling and Family Services,Behavioral Health Service,Behavioral Health Service,Rapides,Boyce,107 Cleveland Road,3187935974.0,,ccfservices3@gmail.com,,0,Substance Use Disorder,,,,Pat  Gistarb,Coalition for Counseling and Family Services,,
Destined for Options - Chalmette,Behavioral Health Service,Behavioral Health Service,St. Bernard,Chalmette,"908 W Judge Perez, Suite C",5043245298.0,,destinedforoptions@gmail.com,,0,Substance Use Disorder,,,,BreJon  Briley,Destined for Options - Chalmette,,
"Inspire Care, LLC",Behavioral Health Service,Behavioral Health Service,St. Bernard,Chalmette,"2626 Charles Drive, Suite A",5043735401.0,,inspirecarellc@gmail.com,,0,Substance Use Disorder,,,,Raishawn  Smith,"Inspire Care, LLC",,
JUBILEE COUNSELING SERVICE LLC,Behavioral Health Service,Behavioral Health Service,St. Bernard,Chalmette,"700 JUDGE PEREZ DRIVE, SUITE 204",5046822221.0,,jubliee.counseling.service@gmail.com,,0,Substance Use Disorder,,,,Patricia  Tate,JUBILEE COUNSELING SERVICE LLC,,
The Guidance Center-Chalmette,Behavioral Health Service,Behavioral Health Service,St. Bernard,Chalmette,2626 Charles Dr Ste 211,5042784006.0,,guidance@guidance-center.com,,0,Substance Use Disorder,,,,Cecilia C McNeil,The Guidance Center-Chalmette,,
True Serenity BHS,Behavioral Health Service,Behavioral Health Service,St. Bernard,Chalmette,1013 W Judge Perez Drive Suite B,5042206539.0,,trueserenity2@gmail.com,,0,Substance Use Disorder,,,,Paula  Robinson,True Serenity BHS,,
Edgefield Recovery Center,Behavioral Health Service,Behavioral Health Service,Rapides,Cheneyville,10627-10631 Highway 71 N,3182792751.0,,ftpwrs@gmail.com,,0,Substance Use Disorder,,,,Robert Rayford,Edgefield Recovery Center,,
Family Matters,Behavioral Health Service,Behavioral Health Service,St. Bernard,Chalmette,601 W.Judge Perez Drive,504516157.0,,familymatterservices@yahoo.com,,0,Substance Use Disorder,,,,Beatrice  Rayford,Family Matters,,
"Community Support Services of Louisiana, Inc",Behavioral Health Service,Behavioral Health Service,Avoyelles,Bunkie,1140 Shirley Road,3183468001.0,,communitysupport@bellsouth.net,,0,Substance Use Disorder,,,,Brenda  Dawson,"Community Support Services of Louisiana, Inc",,
"Exceptional Cousneling Services, LLC",Behavioral Health Service,Behavioral Health Service,Avoyelles,Bunkie,"109 Chevy Lane, Suite C",3183466542.0,,exceptionalcounseling@outlook.com,,0,Substance Use Disorder,,,,Brenda  Sampson,"Exceptional Cousneling Services, LLC",,
"KHONSU,LLC",Behavioral Health Service,Behavioral Health Service,Lafayette,Carencro,"3419 NW Evangeline Thruway, Suite A1",3373191315.0,,khonsucarellc@gmail.com,,0,Substance Use Disorder,,,,Amanda  Holmes,"KHONSU,LLC",,
26th JDC Adult & Juvenile Drug Court,Behavioral Health Service,Behavioral Health Service,Bossier,Bossier City,"3022 Old Minden Road, Suite 218",3187463353.0,,lrosalee@26jdcdc.org,,0,Substance Use Disorder,,,,Lana  Rosalee,26th JDC Adult & Juvenile Drug Court,,
A Leap of Faith Community Based Services,Behavioral Health Service,Behavioral Health Service,Bossier,Bossier City,4000 Airline Drive Ste 1,3185885012.0,,swashington.push@gmail.com,,0,Substance Use Disorder,,,,SHAMISA  WASHINGTON,A Leap of Faith Community Based Services,,
"Apple Gate Recovery, LLC",Behavioral Health Service,Behavioral Health Service,Bossier,Bossier City,"1605 Benton Road, Suite D",3187420500.0,,jdunn@applegaterecovery.com,,0,Substance Use Disorder,,,,Kathryn  Thomas,"Apple Gate Recovery, LLC",,
CADA Bossier Treatment Center,Behavioral Health Service,Behavioral Health Service,Bossier,Bossier City,1525 Fullilove Drive,3187471211.0,,bill.rose@cadanwla.org,,0,Substance Use Disorder,,,,William E Rose,CADA Bossier Treatment Center,,
"New Choice Counseling Center, LLC",Behavioral Health Service,Behavioral Health Service,Bossier,Bossier City,"3018 Old Minden Road, Suite 1200",3186589927.0,,ballman@newchoicecounseling.org,,0,Substance Use Disorder,,,,Barbara  Allman,"New Choice Counseling Center, LLC",,
Rehabilitation Services of NW La-Bossier City,Behavioral Health Service,Behavioral Health Service,Bossier,Bossier City,2323 Old Minden Road,3187423408.0,,ceo@rsofla.com,,0,Substance Use Disorder,,,,Christopher  Mudd,Rehabilitation Services of NW La-Bossier City,,
"Source of Solutions Counseling Service, LLC",Behavioral Health Service,Behavioral Health Service,Bossier,Bossier City,"2285 Benton Road, Suite D-103",3185847197.0,,sourcesolutions.cs@gmail.com,,0,Substance Use Disorder,,,,Roslyn  Stumon,"Source of Solutions Counseling Service, LLC",,
Success Insite,Behavioral Health Service,Behavioral Health Service,Bossier,Bossier City,1504 Barksdale Blvd,3182224299.0,,contact@successinsite.org,,0,Substance Use Disorder,,,,Donnalee  Ammons,Success Insite,,
"Trinity Integrate Counseling Solutions, LLC",Behavioral Health Service,Behavioral Health Service,Bossier,Bossier City,1007 Gould Dr. Bldg 2 Suite 1,3185847268.0,,tcounselingsolutions@gmail.com,,0,Substance Use Disorder,,,,Shenya  Williams,"Trinity Integrate Counseling Solutions, LLC",,
"Unlimited Alternatives to Change, LLC",Behavioral Health Service,Behavioral Health Service,Bossier,Bossier City,"3018 Old Minden Road, Suite 1117",3187461935.0,,nblack.uac@hotmail.com,,0,Substance Use Disorder,,,,Nikita  Black,"Unlimited Alternatives to Change, LLC",,
Fairview Treatment Center,Behavioral Health Service,Behavioral Health Service,St. Mary,Bayou Vista,1101 Southeast Blvd,9853956750.0,,cpellerin@fairviewservices.com,,0,Substance Use Disorder,,,,Carla  Pellerin,Fairview Treatment Center,,
Bogalusa Behavioral Health Clinic,Behavioral Health Service,Behavioral Health Service,Washington,Bogalusa,2106 Ave F,9857326610.0,,carolyn.s.miller@la.gov,,0,Substance Use Disorder,,,,Bernice  Williams,Bogalusa Behavioral Health Clinic,,
Brightside Social Services Louisiana -Washington,Behavioral Health Service,Behavioral Health Service,Washington,Bogalusa,311 Louisiana Avenue,8884175250.0,,e.roquemore@brightsidela.com,,0,Substance Use Disorder,,,,Evon  Roquemore,Brightside Social Services Louisiana -Washington,,
"Center for Behavioral Health and Wellness, LLC",Behavioral Health Service,Behavioral Health Service,Washington,Bogalusa,"302 Richmond Ave, Suite A",9857322089.0,,office@CBHWgroup.net,,0,Substance Use Disorder,,,,CAROL F NEVERS,"Center for Behavioral Health and Wellness, LLC",,
"Therapeutic Counseling Clinic, Inc",Behavioral Health Service,Behavioral Health Service,Washington,Bogalusa,"542 Columbia Street, Suite B",9857359448.0,,therapeuticcounseling@yahoo.com,,0,Substance Use Disorder,,,,Glenna  Anderson,"Therapeutic Counseling Clinic, Inc",,
Kreative Minds of Baton Rouge,Behavioral Health Service,Behavioral Health Service,East Baton Rouge,Baton Rouge,"3233 S Sherwood Forest Blvd, Suite 203B",2252915492.0,,kreativemindss@yahoo.com,,0,Substance Use Disorder,,,,ASHLEY  SNOWDEN,Kreative Minds of Baton Rouge,,
Kingdom Kounsel LLC,Behavioral Health Service,Behavioral Health Service,East Baton Rouge,Baton Rouge,4521 Jamestown Avenue Ste 2,2252272548.0,,kingdom.kounsel@gmail.com,,0,Substance Use Disorder,,,,LaMyra  Thomas-Coleman,Kingdom Kounsel LLC,,
"Journey Through Life, LLC",Behavioral Health Service,Behavioral Health Service,East Baton Rouge,Baton Rouge,7946 Goodwood Blvd,2255903313.0,,mlaurent@jtl-llc.com,,0,Substance Use Disorder,,,,Marie  Laurent,"Journey Through Life, LLC",,
"Woodlake Management, LLC West",Behavioral Health Service,Behavioral Health Service,Vermilion,Abbeville,1314 N Lafitte,2259339000.0,,kjames@woodlakecenter.com,,0,Substance Use Disorder,,,,Kevin  James,"Woodlake Management, LLC West",,
Longbranch Recovery Center,Behavioral Health Service,Behavioral Health Service,St. Tammany,Abita Springs,21516 Highway 36,5043724668.0,,kristineguidry@outlook.com,,0,Substance Use Disorder,,,,Chad  Grimm,Longbranch Recovery Center,,
Specialty Rehabilitation Hospital,Psychiatric Inpatient,Inpatient,Red River,Coushatta,1110 Ringgold Avenue Suite B,3189321770.0,,lmiller@specialtyhealthcare.com,,0,,,,,Lisa  Miller,Specialty Rehabilitation Hospital,,
St. Helena Parish Hospital,Psychiatric Inpatient,Inpatient,St. Helena,Greensburg,16874 Highway 43,2252226111.0,,nawan@shhosp.org,,0,,,,,MR Naveed  Awan,St. Helena Parish Hospital,,
St. Tammany Parish Hospital,Psychiatric Inpatient,Inpatient,St. Tammany,Covington,1202 South Tyler Street,9858984000.0,,jcoffman@stph.org,,0,,,,,JOAN M COFFMAN,St. Tammany Parish Hospital,,
Terrebonne General Health System,Psychiatric Inpatient,Inpatient,Terrebonne,Houma,8166 Main Street,9858734141.0,,Phyllis.peoples@tghealthsystem.com,,0,,,,,MS Phyllis  Peoples,Terrebonne General Health System,,
The General,Psychiatric Inpatient,Inpatient,East Baton Rouge,Baton Rouge,"3600 Florida Blvd, Suite 2020",2253816393.0,,Trisha.Guidry@brgeneral.org,,0,,,,,Trisha  Guidry,The General,,
Trinity Medical,Psychiatric Inpatient,Inpatient,Concordia,Ferriday,6569 Hwy 84,3187576551.0,,ksmith@trinitymed.com,,0,,,,,NEKEISHA L SMITH,Trinity Medical,,
Union General Hospital,Psychiatric Inpatient,Inpatient,Union,Farmerville,901 James Avenue,3183689751.0,,eormond@uniongen.org,,0,,,,,MS Evalyn  Ormond,Union General Hospital,,
United Medical Healthwest-New Orleans,Psychiatric Inpatient,Inpatient,Jefferson,Gretna,"3201 Wall Boulevard, Suite B",5044335551.0,,jdaren@umrhospital.com,,0,,,,,JONATHAN  D'ARENSBOURG,United Medical Healthwest-New Orleans,,
United Medical Rehabilitation Hospital,Psychiatric Inpatient,Inpatient,Tangipahoa,Hammond,15717 Belle Drive,9853405998.0,,krussell@umrhospital.com,,0,,,,,KIM  RUSSELL,United Medical Rehabilitation Hospital,,
Villa Feliciana Medical Complex,Psychiatric Inpatient,Inpatient,East Feliciana,Jackson,5002 Hwy 10,2256344010.0,,sandra.brown@la.gov,,0,,,,,John P Eckler,Villa Feliciana Medical Complex,,
Assertive Aspirations Behavioral Health Services,Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,"1403 Metro Drive, Suite C-1",3186257467.0,,assertiveaspirations.com,,0,Substance Use Disorder,,,,Brinda  Jones,Assertive Aspirations Behavioral Health Services,,
"Bayou Mental Health Services, LLC",Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,1605 Murray Street,3184439033.0,,latonya@bayoumentalhealth.com,,0,Substance Use Disorder,,,,Latonya  Charles,"Bayou Mental Health Services, LLC",,
Caring Choices of Pineville,Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,242 W. Shamrock St.,3184846850.0,,ingrid.cannella@la.gov,,0,Substance Use Disorder,,,,Michael  DeCaire,Caring Choices of Pineville,,
Choices of Louisiana at Alexandria,Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,2116 North Bolton Avenue,3184451250.0,,labrowns@eatel.net,,0,Substance Use Disorder,,,,William  Powell,Choices of Louisiana at Alexandria,,
"Dimensional Behavioral Health Services, Inc",Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,"3600 Jackson Street, Suite 111B",3187046515.0,,dimensionalbehavioralhealth@gmail.com,,0,Substance Use Disorder,,,,Passion T Payne,"Dimensional Behavioral Health Services, Inc",,
Healing Hands and Hearts Inc,Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,1500 Lee Street,3187046649.0,,support@3h-la.com,,0,Substance Use Disorder,,,,Michael  Moto,Healing Hands and Hearts Inc,,
"Helping Hands Consultation, LLC",Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,5208 Jackson Street Suite B,2252184444.0,,Merian.HHC@hotmail.com,,0,Substance Use Disorder,,,,Merian  Carter,"Helping Hands Consultation, LLC",,
Integrity Life Skills & Recovery Center,Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,1617 Branch Street,3184430189.0,,integrityrecovery@aol.com,,0,Substance Use Disorder,,,,Sandra  Christophe,Integrity Life Skills & Recovery Center,,
Journey Rehab,Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,217 Brevard Court Ste A,3184459019.0,,journeyrehab@yahoo.com,,0,Substance Use Disorder,,,,Mark A Brown,Journey Rehab,,
Kendalls Rehab Services of Louisiana,Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,1715 Ashley Avenue,3183087110.0,,cslair@suddenlink.net,,0,Substance Use Disorder,,,,Sharon  Lair,Kendalls Rehab Services of Louisiana,,
"Life Changing Solutions, LLC - Alexandria",Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,2002 Gus Kaplan Drive,3185424642.0,,jmoses@lifechangingsolutionsllc.com,,0,Substance Use Disorder,,,,Juanice  Moses,"Life Changing Solutions, LLC - Alexandria",,
Merakey Pennsylvania - Alexandria,Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,4606 Lee Street,3184411105.0,,mdahlhouser@merakey.org,,0,Substance Use Disorder,,,,Mike  Dahlhauser,Merakey Pennsylvania - Alexandria,,
Phoenix Family Life Center-Alexandria,Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,710 Versailles Blvd,3184494474.0,,lpringle@seasidehc.com,,0,Substance Use Disorder,,,,Kim  Johnson,Phoenix Family Life Center-Alexandria,,
Rehabilitation Services of CENLA-Alexandria,Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,"1450 Peterman Drive, Suite A & C",3184734328.0,,ceo@rsofla.com,,0,Substance Use Disorder,,,,Christopher  Mudd,Rehabilitation Services of CENLA-Alexandria,,
Transforming Lives,Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,"1428 Peterman Drive, Suite A",3186257547.0,,k.bailey.transforminglives@gmail.com,,0,Substance Use Disorder,,,,Knohito  Bailes,Transforming Lives,,
VOA of North Louisiana- Alexandria,Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,3704 Coliseum Blvd,318442802.0,,eddie.jenkins@voanorthla.org,,0,Substance Use Disorder,,,,Eddie  Jenkins,VOA of North Louisiana- Alexandria,,
"We Care Behavioral Health, LLC",Behavioral Health Service,Behavioral Health Service,Rapides,Alexandria,109-A Yorktown Drive,3185424288.0,,cvandevelde@wecarebehavioralhealth.com,,0,Substance Use Disorder,,,,Aynsley  Doyle,"We Care Behavioral Health, LLC",,
Southeast Regional Medical Center,Psychiatric Inpatient,Inpatient,Tangipahoa,Kentwood,719 Avenue G,3376036364.0,,markmurphy@southeastmc.com,,0,,,,,MARK L MURPHY,Southeast Regional Medical Center,,
"ClearSky Rehabilitation Hospital of Rosepine, LLC",Psychiatric Inpatient,Inpatient,Vernon,Leesville,8088 Hawks Road,3374628880.0,,brianabraham@clearskyhealth.com,,0,,,,,BRIAN  ABRAHAM,"ClearSky Rehabilitation Hospital of Rosepine, LLC",,
Cornerstone Specialty Hospitals Southwest Louisiana,Psychiatric Inpatient,Inpatient,Calcasieu,Lake Charles,"524 Dr. Michael Debakey Drive, 3rd Floor",3373106001.0,,Brent.Martin@chghospitals.com,,0,,,,,DAVID  TUPPER,Cornerstone Specialty Hospitals Southwest Louisiana,,
CORNERSTONE SPECIALTY HOSPITALS WEST MONROE,Psychiatric Inpatient,Inpatient,Ouachita,West Monroe,6198 Cypress Street,3183965600.0,,rcsimpson@chghospitals.com,,0,,,,,MR Robert C Simpson,CORNERSTONE SPECIALTY HOSPITALS WEST MONROE,,
Covington - AMG Physical Rehabilitation Hospital,Psychiatric Inpatient,Inpatient,St. Tammany,Covington,"5025 Keystone Blvd., Suite 200",9858880301.0,,jmcgee@amgihm.com,,0,,,,,STEPHANIE  DAWSEY,Covington - AMG Physical Rehabilitation Hospital,,
Cypress Pointe Surgical Hospital,Psychiatric Inpatient,Inpatient,Tangipahoa,Hammond,42570 S. Airport Rd.,9855106200.0,,pzambito@cpsh.org,,0,,,,,Paolo  Zambito,Cypress Pointe Surgical Hospital,,
Encompass Health Rehabilitation Hospital of Alexandria,Psychiatric Inpatient,Inpatient,Rapides,Alexandria,104 North 3rd Street,3184491370.0,,Joanna.Williams@encompasshealth.com,,0,,,,,JOANNA  WILLIAMS,Encompass Health Rehabilitation Hospital of Alexandria,,
Encompass Health Rehabilitation Hospital of Shreve,Psychiatric Inpatient,Inpatient,Caddo,Shreveport,8650 Millicent Way,3186428100.0,,brent.mills@encompasshealth.com,,0,,,,,Brent  Mills,Encompass Health Rehabilitation Hospital of Shreve,,
Franklin Foundation Hospital,Psychiatric Inpatient,Inpatient,St. Mary,Franklin,1097 Northwest Blvd.,3378280760.0,,sguidry@franklinfoundation.org,,0,,,,,Stephanie A Guidry,Franklin Foundation Hospital,,
Hood Memorial Hospital,Psychiatric Inpatient,Inpatient,Tangipahoa,Amite,301 West Walnut St.,9857489485.0,,whittingtonm@hoodmemorial.com,,0,,,,,JAMES M WHITTINGTON,Hood Memorial Hospital,,
Houma - AMG Specialty Hospital,Psychiatric Inpatient,Inpatient,Terrebonne,Houma,629 Dunn Street,9852740001.0,,kcrayton@amgihm.com,,0,,,,,KAREN  CRAYTON,Houma - AMG Specialty Hospital,,
Jackson Parish Hospital,Psychiatric Inpatient,Inpatient,Jackson,Jonesboro,165 Beech Springs Road,3182594435.0,,jmorgan@jphmd.com,,0,,,,,John ` Morgan,Jackson Parish Hospital,,
KPC Promise Hospital of Baton Rouge,Psychiatric Inpatient,Inpatient,East Baton Rouge,Baton Rouge,5130 Mancuso Lane,2254909637.0,,LJOHNSON@kpcph.com,,0,,,,,LATEKA  JOHNSON,KPC Promise Hospital of Baton Rouge,,
Lady of the Sea General Hospital,Psychiatric Inpatient,Inpatient,Lafourche,Cut Off,200 West 134th Place,9856326401.0,,karenc@losgh.org,,0,,,,,Karen  Collins,Lady of the Sea General Hospital,,
Lafayette - AMG Specialty Hospital,Psychiatric Inpatient,Inpatient,Lafayette,Lafayette,"4811 Ambassador Caffery Parkway, 4th Floor",3378399880.0,,aebeling@amgihm.com,,0,,,,,APRIL  EBELING,Lafayette - AMG Specialty Hospital,,
